date,state,fips,cases,deaths
2020-03-12,AK,2,1,0
2020-03-13,AK,2,1,0
2020-03-14,AK,2,1,0
2020-03-15,AK,2,1,0
2020-03-16,AK,2,3,0
2020-03-17,AK,2,6,0
2020-03-18,AK,2,9,0
2020-03-19,AK,2,12,0
2020-03-20,AK,2,14,0
2020-03-21,AK,2,21,0
2020-03-22,AK,2,22,0
2020-03-23,AK,2,36,0
2020-03-24,AK,2,42,0
2020-03-25,AK,2,59,0
2020-03-26,AK,2,69,0
2020-03-27,AK,2,85,1
2020-03-28,AK,2,102,1
2020-03-29,AK,2,114,1
2020-03-30,AK,2,119,2
2020-03-31,AK,2,133,2
2020-04-01,AK,2,143,2
2020-04-02,AK,2,146,2
2020-04-03,AK,2,156,2
2020-04-04,AK,2,169,3
2020-04-05,AK,2,185,4
2020-04-06,AK,2,189,4
2020-04-07,AK,2,211,4
2020-04-08,AK,2,224,5
2020-04-09,AK,2,233,5
2020-04-10,AK,2,244,5
2020-04-11,AK,2,255,6
2020-04-12,AK,2,270,6
2020-03-13,AL,1,6,0
2020-03-14,AL,1,12,0
2020-03-15,AL,1,23,0
2020-03-16,AL,1,29,0
2020-03-17,AL,1,39,0
2020-03-18,AL,1,51,0
2020-03-19,AL,1,78,0
2020-03-20,AL,1,106,0
2020-03-21,AL,1,131,0
2020-03-22,AL,1,157,0
2020-03-23,AL,1,196,0
2020-03-24,AL,1,242,0
2020-03-25,AL,1,386,1
2020-03-26,AL,1,538,3
2020-03-27,AL,1,639,4
2020-03-28,AL,1,720,4
2020-03-29,AL,1,830,5
2020-03-30,AL,1,947,11
2020-03-31,AL,1,999,13
2020-04-01,AL,1,1106,28
2020-04-02,AL,1,1270,32
2020-04-03,AL,1,1535,38
2020-04-04,AL,1,1633,44
2020-04-05,AL,1,1841,45
2020-04-06,AL,1,2006,53
2020-04-07,AL,1,2197,64
2020-04-08,AL,1,2499,67
2020-04-09,AL,1,2838,78
2020-04-10,AL,1,3008,80
2020-04-11,AL,1,3262,93
2020-04-12,AL,1,3583,93
2020-03-11,AR,5,1,0
2020-03-12,AR,5,6,0
2020-03-13,AR,5,7,0
2020-03-14,AR,5,9,0
2020-03-15,AR,5,16,0
2020-03-16,AR,5,22,0
2020-03-17,AR,5,22,0
2020-03-18,AR,5,33,0
2020-03-19,AR,5,62,0
2020-03-20,AR,5,100,0
2020-03-21,AR,5,118,0
2020-03-22,AR,5,165,0
2020-03-23,AR,5,201,0
2020-03-24,AR,5,232,2
2020-03-25,AR,5,308,2
2020-03-26,AR,5,351,3
2020-03-27,AR,5,386,3
2020-03-28,AR,5,409,5
2020-03-29,AR,5,449,6
2020-03-30,AR,5,508,7
2020-03-31,AR,5,564,8
2020-04-01,AR,5,624,10
2020-04-02,AR,5,683,12
2020-04-03,AR,5,738,12
2020-04-04,AR,5,743,14
2020-04-05,AR,5,853,16
2020-04-06,AR,5,927,16
2020-04-07,AR,5,997,18
2020-04-08,AR,5,1077,18
2020-04-09,AR,5,1146,21
2020-04-10,AR,5,1202,24
2020-04-11,AR,5,1228,25
2020-04-12,AR,5,1280,27
2020-04-09,AS,60,0,0
2020-04-10,AS,60,0,0
2020-04-11,AS,60,0,0
2020-04-12,AS,60,0,0
2020-01-26,AZ,4,1,0
2020-01-27,AZ,4,1,0
2020-01-28,AZ,4,1,0
2020-01-29,AZ,4,1,0
2020-01-30,AZ,4,1,0
2020-01-31,AZ,4,1,0
2020-02-01,AZ,4,1,0
2020-02-02,AZ,4,1,0
2020-02-03,AZ,4,1,0
2020-02-04,AZ,4,1,0
2020-02-05,AZ,4,1,0
2020-02-06,AZ,4,1,0
2020-02-07,AZ,4,1,0
2020-02-08,AZ,4,1,0
2020-02-09,AZ,4,1,0
2020-02-10,AZ,4,1,0
2020-02-11,AZ,4,1,0
2020-02-12,AZ,4,1,0
2020-02-13,AZ,4,1,0
2020-02-14,AZ,4,1,0
2020-02-15,AZ,4,1,0
2020-02-16,AZ,4,1,0
2020-02-17,AZ,4,1,0
2020-02-18,AZ,4,1,0
2020-02-19,AZ,4,1,0
2020-02-20,AZ,4,1,0
2020-02-21,AZ,4,1,0
2020-02-22,AZ,4,1,0
2020-02-23,AZ,4,1,0
2020-02-24,AZ,4,1,0
2020-02-25,AZ,4,1,0
2020-02-26,AZ,4,1,0
2020-02-27,AZ,4,1,0
2020-02-28,AZ,4,1,0
2020-02-29,AZ,4,1,0
2020-03-01,AZ,4,1,0
2020-03-02,AZ,4,1,0
2020-03-03,AZ,4,2,0
2020-03-04,AZ,4,2,0
2020-03-05,AZ,4,2,0
2020-03-06,AZ,4,3,0
2020-03-07,AZ,4,5,0
2020-03-08,AZ,4,5,0
2020-03-09,AZ,4,6,0
2020-03-10,AZ,4,6,0
2020-03-11,AZ,4,9,0
2020-03-12,AZ,4,9,0
2020-03-13,AZ,4,9,0
2020-03-14,AZ,4,12,0
2020-03-15,AZ,4,13,0
2020-03-16,AZ,4,18,0
2020-03-17,AZ,4,20,0
2020-03-18,AZ,4,28,0
2020-03-19,AZ,4,47,0
2020-03-20,AZ,4,70,1
2020-03-21,AZ,4,104,1
2020-03-22,AZ,4,153,2
2020-03-23,AZ,4,234,2
2020-03-24,AZ,4,326,6
2020-03-25,AZ,4,402,6
2020-03-26,AZ,4,508,8
2020-03-27,AZ,4,665,15
2020-03-28,AZ,4,773,15
2020-03-29,AZ,4,929,18
2020-03-30,AZ,4,1169,20
2020-03-31,AZ,4,1298,24
2020-04-01,AZ,4,1413,29
2020-04-02,AZ,4,1600,35
2020-04-03,AZ,4,1769,41
2020-04-04,AZ,4,2019,53
2020-04-05,AZ,4,2269,64
2020-04-06,AZ,4,2465,67
2020-04-07,AZ,4,2575,77
2020-04-08,AZ,4,2726,80
2020-04-09,AZ,4,3018,89
2020-04-10,AZ,4,3112,97
2020-04-11,AZ,4,3393,112
2020-04-12,AZ,4,3539,117
2020-01-25,CA,6,1,0
2020-01-26,CA,6,2,0
2020-01-27,CA,6,2,0
2020-01-28,CA,6,2,0
2020-01-29,CA,6,2,0
2020-01-30,CA,6,2,0
2020-01-31,CA,6,3,0
2020-02-01,CA,6,3,0
2020-02-02,CA,6,6,0
2020-02-03,CA,6,6,0
2020-02-04,CA,6,6,0
2020-02-05,CA,6,6,0
2020-02-06,CA,6,6,0
2020-02-07,CA,6,6,0
2020-02-08,CA,6,6,0
2020-02-09,CA,6,6,0
2020-02-10,CA,6,7,0
2020-02-11,CA,6,7,0
2020-02-12,CA,6,7,0
2020-02-13,CA,6,7,0
2020-02-14,CA,6,7,0
2020-02-15,CA,6,7,0
2020-02-16,CA,6,7,0
2020-02-17,CA,6,7,0
2020-02-18,CA,6,7,0
2020-02-19,CA,6,7,0
2020-02-20,CA,6,8,0
2020-02-21,CA,6,9,0
2020-02-22,CA,6,9,0
2020-02-23,CA,6,9,0
2020-02-24,CA,6,11,0
2020-02-25,CA,6,11,0
2020-02-26,CA,6,26,0
2020-02-27,CA,6,26,0
2020-02-28,CA,6,27,0
2020-02-29,CA,6,28,0
2020-03-01,CA,6,33,0
2020-03-02,CA,6,38,0
2020-03-03,CA,6,45,0
2020-03-04,CA,6,55,1
2020-03-05,CA,6,67,1
2020-03-06,CA,6,81,1
2020-03-07,CA,6,100,1
2020-03-08,CA,6,112,1
2020-03-09,CA,6,172,2
2020-03-10,CA,6,179,3
2020-03-11,CA,6,202,4
2020-03-12,CA,6,252,4
2020-03-13,CA,6,320,5
2020-03-14,CA,6,381,5
2020-03-15,CA,6,478,6
2020-03-16,CA,6,588,11
2020-03-17,CA,6,732,14
2020-03-18,CA,6,893,17
2020-03-19,CA,6,1067,19
2020-03-20,CA,6,1283,24
2020-03-21,CA,6,1544,28
2020-03-22,CA,6,1851,35
2020-03-23,CA,6,2240,39
2020-03-24,CA,6,2644,52
2020-03-25,CA,6,3183,67
2020-03-26,CA,6,4060,82
2020-03-27,CA,6,4914,102
2020-03-28,CA,6,5565,121
2020-03-29,CA,6,6266,130
2020-03-30,CA,6,7421,146
2020-03-31,CA,6,8582,183
2020-04-01,CA,6,9816,212
2020-04-02,CA,6,11190,247
2020-04-03,CA,6,12569,282
2020-04-04,CA,6,13796,323
2020-04-05,CA,6,15076,349
2020-04-06,CA,6,16284,386
2020-04-07,CA,6,17540,447
2020-04-08,CA,6,19043,506
2020-04-09,CA,6,20191,548
2020-04-10,CA,6,21366,594
2020-04-11,CA,6,22421,632
2020-04-12,CA,6,23323,676
2020-03-05,CO,8,2,0
2020-03-06,CO,8,8,0
2020-03-07,CO,8,8,0
2020-03-08,CO,8,8,0
2020-03-09,CO,8,12,0
2020-03-10,CO,8,17,0
2020-03-11,CO,8,34,0
2020-03-12,CO,8,49,1
2020-03-13,CO,8,78,2
2020-03-14,CO,8,103,2
2020-03-15,CO,8,136,2
2020-03-16,CO,8,161,2
2020-03-17,CO,8,183,3
2020-03-18,CO,8,216,3
2020-03-19,CO,8,278,5
2020-03-20,CO,8,364,5
2020-03-21,CO,8,475,6
2020-03-22,CO,8,591,7
2020-03-23,CO,8,721,10
2020-03-24,CO,8,912,11
2020-03-25,CO,8,1086,19
2020-03-26,CO,8,1432,24
2020-03-27,CO,8,1735,31
2020-03-28,CO,8,2061,44
2020-03-29,CO,8,2315,47
2020-03-30,CO,8,2628,51
2020-03-31,CO,8,2990,69
2020-04-01,CO,8,3346,80
2020-04-02,CO,8,3728,96
2020-04-03,CO,8,4182,110
2020-04-04,CO,8,4574,126
2020-04-05,CO,8,4950,140
2020-04-06,CO,8,5172,150
2020-04-07,CO,8,5429,179
2020-04-08,CO,8,5655,192
2020-04-09,CO,8,6202,227
2020-04-10,CO,8,6510,253
2020-04-11,CO,8,6893,274
2020-04-12,CO,8,7303,290
2020-03-08,CT,9,1,0
2020-03-09,CT,9,2,0
2020-03-10,CT,9,2,0
2020-03-11,CT,9,3,0
2020-03-12,CT,9,6,0
2020-03-13,CT,9,11,0
2020-03-14,CT,9,20,0
2020-03-15,CT,9,26,0
2020-03-16,CT,9,41,0
2020-03-17,CT,9,68,0
2020-03-18,CT,9,96,1
2020-03-19,CT,9,159,4
2020-03-20,CT,9,194,4
2020-03-21,CT,9,223,5
2020-03-22,CT,9,327,8
2020-03-23,CT,9,415,10
2020-03-24,CT,9,618,12
2020-03-25,CT,9,875,19
2020-03-26,CT,9,1012,21
2020-03-27,CT,9,1291,27
2020-03-28,CT,9,1524,33
2020-03-29,CT,9,1993,34
2020-03-30,CT,9,2571,36
2020-03-31,CT,9,3128,69
2020-04-01,CT,9,3557,85
2020-04-02,CT,9,3824,112
2020-04-03,CT,9,4915,132
2020-04-04,CT,9,5276,165
2020-04-05,CT,9,5675,189
2020-04-06,CT,9,6906,206
2020-04-07,CT,9,7781,277
2020-04-08,CT,9,8781,335
2020-04-09,CT,9,9784,380
2020-04-10,CT,9,10538,448
2020-04-11,CT,9,11510,494
2020-04-12,CT,9,12035,554
2020-03-07,DC,11,1,0
2020-03-08,DC,11,1,0
2020-03-09,DC,11,4,0
2020-03-10,DC,11,4,0
2020-03-11,DC,11,10,0
2020-03-12,DC,11,10,0
2020-03-13,DC,11,10,0
2020-03-14,DC,11,16,0
2020-03-15,DC,11,17,0
2020-03-16,DC,11,22,0
2020-03-17,DC,11,31,0
2020-03-18,DC,11,36,0
2020-03-19,DC,11,68,0
2020-03-20,DC,11,77,1
2020-03-21,DC,11,98,1
2020-03-22,DC,11,116,2
2020-03-23,DC,11,138,2
2020-03-24,DC,11,183,2
2020-03-25,DC,11,231,3
2020-03-26,DC,11,267,3
2020-03-27,DC,11,304,4
2020-03-28,DC,11,342,4
2020-03-29,DC,11,342,4
2020-03-30,DC,11,495,9
2020-03-31,DC,11,495,9
2020-04-01,DC,11,586,11
2020-04-02,DC,11,653,12
2020-04-03,DC,11,757,15
2020-04-04,DC,11,902,21
2020-04-05,DC,11,998,22
2020-04-06,DC,11,1097,24
2020-04-07,DC,11,1211,22
2020-04-08,DC,11,1440,27
2020-04-09,DC,11,1523,32
2020-04-10,DC,11,1660,38
2020-04-11,DC,11,1778,47
2020-04-12,DC,11,1875,50
2020-03-11,DE,10,1,0
2020-03-12,DE,10,4,0
2020-03-13,DE,10,4,0
2020-03-14,DE,10,4,0
2020-03-15,DE,10,7,0
2020-03-16,DE,10,8,0
2020-03-17,DE,10,16,0
2020-03-18,DE,10,26,0
2020-03-19,DE,10,30,0
2020-03-20,DE,10,39,0
2020-03-21,DE,10,45,0
2020-03-22,DE,10,56,0
2020-03-23,DE,10,87,0
2020-03-24,DE,10,104,0
2020-03-25,DE,10,119,0
2020-03-26,DE,10,143,1
2020-03-27,DE,10,165,2
2020-03-28,DE,10,214,5
2020-03-29,DE,10,232,6
2020-03-30,DE,10,264,7
2020-03-31,DE,10,319,10
2020-04-01,DE,10,368,11
2020-04-02,DE,10,393,12
2020-04-03,DE,10,450,14
2020-04-04,DE,10,593,14
2020-04-05,DE,10,673,14
2020-04-06,DE,10,783,15
2020-04-07,DE,10,928,16
2020-04-08,DE,10,1116,19
2020-04-09,DE,10,1209,23
2020-04-10,DE,10,1326,32
2020-04-11,DE,10,1479,33
2020-04-12,DE,10,1625,35
2020-03-01,FL,12,2,0
2020-03-02,FL,12,2,0
2020-03-03,FL,12,3,0
2020-03-04,FL,12,3,0
2020-03-05,FL,12,4,0
2020-03-06,FL,12,7,2
2020-03-07,FL,12,12,2
2020-03-08,FL,12,13,2
2020-03-09,FL,12,14,2
2020-03-10,FL,12,23,2
2020-03-11,FL,12,26,2
2020-03-12,FL,12,46,2
2020-03-13,FL,12,70,2
2020-03-14,FL,12,70,3
2020-03-15,FL,12,109,3
2020-03-16,FL,12,141,4
2020-03-17,FL,12,210,6
2020-03-18,FL,12,326,7
2020-03-19,FL,12,434,8
2020-03-20,FL,12,564,9
2020-03-21,FL,12,764,11
2020-03-22,FL,12,1000,13
2020-03-23,FL,12,1222,18
2020-03-24,FL,12,1467,19
2020-03-25,FL,12,1965,23
2020-03-26,FL,12,2477,29
2020-03-27,FL,12,3198,46
2020-03-28,FL,12,4038,56
2020-03-29,FL,12,4942,59
2020-03-30,FL,12,5694,71
2020-03-31,FL,12,6741,85
2020-04-01,FL,12,7765,100
2020-04-02,FL,12,9000,144
2020-04-03,FL,12,10260,169
2020-04-04,FL,12,11537,194
2020-04-05,FL,12,12342,220
2020-04-06,FL,12,13621,253
2020-04-07,FL,12,14739,295
2020-04-08,FL,12,15690,322
2020-04-09,FL,12,16819,370
2020-04-10,FL,12,17960,418
2020-04-11,FL,12,18978,445
2020-04-12,FL,12,19887,460
2020-03-02,GA,13,2,0
2020-03-03,GA,13,2,0
2020-03-04,GA,13,2,0
2020-03-05,GA,13,2,0
2020-03-06,GA,13,3,0
2020-03-07,GA,13,7,0
2020-03-08,GA,13,11,0
2020-03-09,GA,13,17,0
2020-03-10,GA,13,22,0
2020-03-11,GA,13,31,0
2020-03-12,GA,13,31,1
2020-03-13,GA,13,41,1
2020-03-14,GA,13,65,1
2020-03-15,GA,13,97,1
2020-03-16,GA,13,118,1
2020-03-17,GA,13,142,1
2020-03-18,GA,13,193,3
2020-03-19,GA,13,282,10
2020-03-20,GA,13,482,14
2020-03-21,GA,13,552,20
2020-03-22,GA,13,620,25
2020-03-23,GA,13,800,25
2020-03-24,GA,13,1097,38
2020-03-25,GA,13,1387,47
2020-03-26,GA,13,1643,56
2020-03-27,GA,13,2198,64
2020-03-28,GA,13,2447,79
2020-03-29,GA,13,2683,83
2020-03-30,GA,13,3032,102
2020-03-31,GA,13,4117,125
2020-04-01,GA,13,4748,154
2020-04-02,GA,13,5444,176
2020-04-03,GA,13,5967,198
2020-04-04,GA,13,6383,208
2020-04-05,GA,13,6742,219
2020-04-06,GA,13,7558,294
2020-04-07,GA,13,9156,348
2020-04-08,GA,13,10204,370
2020-04-09,GA,13,10885,412
2020-04-10,GA,13,11859,425
2020-04-11,GA,13,12261,432
2020-04-12,GA,13,12103,438
2020-03-15,GU,66,3,0
2020-03-16,GU,66,3,0
2020-03-17,GU,66,3,0
2020-03-18,GU,66,8,0
2020-03-19,GU,66,12,0
2020-03-20,GU,66,14,0
2020-03-21,GU,66,15,0
2020-03-22,GU,66,27,1
2020-03-23,GU,66,29,1
2020-03-24,GU,66,32,1
2020-03-25,GU,66,32,1
2020-03-26,GU,66,49,1
2020-03-27,GU,66,53,1
2020-03-28,GU,66,57,1
2020-03-29,GU,66,58,1
2020-03-30,GU,66,60,1
2020-03-31,GU,66,139,2
2020-04-01,GU,66,147,3
2020-04-02,GU,66,152,3
2020-04-03,GU,66,154,4
2020-04-04,GU,66,223,4
2020-04-05,GU,66,265,4
2020-04-06,GU,66,266,4
2020-04-07,GU,66,274,4
2020-04-08,GU,66,409,4
2020-04-09,GU,66,542,4
2020-04-10,GU,66,577,4
2020-04-11,GU,66,681,5
2020-04-12,GU,66,716,5
2020-03-06,HI,15,1,0
2020-03-07,HI,15,1,0
2020-03-08,HI,15,2,0
2020-03-09,HI,15,2,0
2020-03-10,HI,15,2,0
2020-03-11,HI,15,2,0
2020-03-12,HI,15,2,0
2020-03-13,HI,15,2,0
2020-03-14,HI,15,4,0
2020-03-15,HI,15,7,0
2020-03-16,HI,15,10,0
2020-03-17,HI,15,14,0
2020-03-18,HI,15,16,0
2020-03-19,HI,15,26,0
2020-03-20,HI,15,37,0
2020-03-21,HI,15,48,0
2020-03-22,HI,15,56,0
2020-03-23,HI,15,77,0
2020-03-24,HI,15,90,0
2020-03-25,HI,15,95,0
2020-03-26,HI,15,106,0
2020-03-27,HI,15,120,0
2020-03-28,HI,15,151,0
2020-03-29,HI,15,175,0
2020-03-30,HI,15,204,0
2020-03-31,HI,15,224,1
2020-04-01,HI,15,258,1
2020-04-02,HI,15,283,2
2020-04-03,HI,15,317,3
2020-04-04,HI,15,349,3
2020-04-05,HI,15,369,4
2020-04-06,HI,15,385,5
2020-04-07,HI,15,408,5
2020-04-08,HI,15,433,5
2020-04-09,HI,15,440,6
2020-04-10,HI,15,463,8
2020-04-11,HI,15,484,8
2020-04-12,HI,15,497,9
2020-03-08,IA,19,3,0
2020-03-09,IA,19,8,0
2020-03-10,IA,19,13,0
2020-03-11,IA,19,14,0
2020-03-12,IA,19,16,0
2020-03-13,IA,19,17,0
2020-03-14,IA,19,18,0
2020-03-15,IA,19,22,0
2020-03-16,IA,19,22,0
2020-03-17,IA,19,29,0
2020-03-18,IA,19,38,0
2020-03-19,IA,19,44,0
2020-03-20,IA,19,45,0
2020-03-21,IA,19,68,0
2020-03-22,IA,19,90,0
2020-03-23,IA,19,105,0
2020-03-24,IA,19,124,1
2020-03-25,IA,19,145,1
2020-03-26,IA,19,179,1
2020-03-27,IA,19,235,3
2020-03-28,IA,19,298,3
2020-03-29,IA,19,336,4
2020-03-30,IA,19,424,6
2020-03-31,IA,19,498,7
2020-04-01,IA,19,549,9
2020-04-02,IA,19,614,11
2020-04-03,IA,19,699,11
2020-04-04,IA,19,786,11
2020-04-05,IA,19,868,22
2020-04-06,IA,19,946,25
2020-04-07,IA,19,1048,26
2020-04-08,IA,19,1145,27
2020-04-09,IA,19,1270,27
2020-04-10,IA,19,1388,31
2020-04-11,IA,19,1510,34
2020-04-12,IA,19,1587,41
2020-03-13,ID,16,1,0
2020-03-14,ID,16,5,0
2020-03-15,ID,16,5,0
2020-03-16,ID,16,5,0
2020-03-17,ID,16,9,0
2020-03-18,ID,16,11,0
2020-03-19,ID,16,23,0
2020-03-20,ID,16,31,0
2020-03-21,ID,16,42,0
2020-03-22,ID,16,47,0
2020-03-23,ID,16,50,0
2020-03-24,ID,16,73,0
2020-03-25,ID,16,123,0
2020-03-26,ID,16,189,3
2020-03-27,ID,16,231,4
2020-03-28,ID,16,261,5
2020-03-29,ID,16,310,6
2020-03-30,ID,16,415,7
2020-03-31,ID,16,526,9
2020-04-01,ID,16,669,9
2020-04-02,ID,16,891,9
2020-04-03,ID,16,1013,10
2020-04-04,ID,16,1077,10
2020-04-05,ID,16,1101,10
2020-04-06,ID,16,1170,13
2020-04-07,ID,16,1210,15
2020-04-08,ID,16,1232,19
2020-04-09,ID,16,1353,24
2020-04-10,ID,16,1397,25
2020-04-11,ID,16,1407,27
2020-04-12,ID,16,1426,27
2020-01-24,IL,17,1,0
2020-01-25,IL,17,1,0
2020-01-26,IL,17,1,0
2020-01-27,IL,17,1,0
2020-01-28,IL,17,1,0
2020-01-29,IL,17,1,0
2020-01-30,IL,17,2,0
2020-01-31,IL,17,2,0
2020-02-01,IL,17,2,0
2020-02-02,IL,17,2,0
2020-02-03,IL,17,2,0
2020-02-04,IL,17,2,0
2020-02-05,IL,17,2,0
2020-02-06,IL,17,2,0
2020-02-07,IL,17,2,0
2020-02-08,IL,17,2,0
2020-02-09,IL,17,2,0
2020-02-10,IL,17,2,0
2020-02-11,IL,17,2,0
2020-02-12,IL,17,2,0
2020-02-13,IL,17,2,0
2020-02-14,IL,17,2,0
2020-02-15,IL,17,2,0
2020-02-16,IL,17,2,0
2020-02-17,IL,17,2,0
2020-02-18,IL,17,2,0
2020-02-19,IL,17,2,0
2020-02-20,IL,17,2,0
2020-02-21,IL,17,2,0
2020-02-22,IL,17,2,0
2020-02-23,IL,17,2,0
2020-02-24,IL,17,2,0
2020-02-25,IL,17,2,0
2020-02-26,IL,17,2,0
2020-02-27,IL,17,2,0
2020-02-28,IL,17,2,0
2020-02-29,IL,17,3,0
2020-03-01,IL,17,3,0
2020-03-02,IL,17,4,0
2020-03-03,IL,17,4,0
2020-03-04,IL,17,4,0
2020-03-05,IL,17,5,0
2020-03-06,IL,17,6,0
2020-03-07,IL,17,6,0
2020-03-08,IL,17,7,0
2020-03-09,IL,17,11,0
2020-03-10,IL,17,19,0
2020-03-11,IL,17,25,0
2020-03-12,IL,17,32,0
2020-03-13,IL,17,46,0
2020-03-14,IL,17,66,0
2020-03-15,IL,17,94,0
2020-03-16,IL,17,104,0
2020-03-17,IL,17,159,1
2020-03-18,IL,17,286,1
2020-03-19,IL,17,420,4
2020-03-20,IL,17,583,5
2020-03-21,IL,17,751,6
2020-03-22,IL,17,1047,9
2020-03-23,IL,17,1285,12
2020-03-24,IL,17,1535,16
2020-03-25,IL,17,1875,21
2020-03-26,IL,17,2538,26
2020-03-27,IL,17,3029,37
2020-03-28,IL,17,3547,50
2020-03-29,IL,17,4613,70
2020-03-30,IL,17,5070,84
2020-03-31,IL,17,5994,107
2020-04-01,IL,17,6980,146
2020-04-02,IL,17,7695,165
2020-04-03,IL,17,8904,211
2020-04-04,IL,17,10357,248
2020-04-05,IL,17,11276,282
2020-04-06,IL,17,12262,309
2020-04-07,IL,17,13549,384
2020-04-08,IL,17,15078,464
2020-04-09,IL,17,16422,534
2020-04-10,IL,17,17887,607
2020-04-11,IL,17,19180,682
2020-04-12,IL,17,20852,727
2020-03-06,IN,18,1,0
2020-03-07,IN,18,1,0
2020-03-08,IN,18,2,0
2020-03-09,IN,18,4,0
2020-03-10,IN,18,6,0
2020-03-11,IN,18,11,0
2020-03-12,IN,18,12,0
2020-03-13,IN,18,12,0
2020-03-14,IN,18,15,0
2020-03-15,IN,18,19,0
2020-03-16,IN,18,24,1
2020-03-17,IN,18,30,2
2020-03-18,IN,18,39,2
2020-03-19,IN,18,56,2
2020-03-20,IN,18,79,3
2020-03-21,IN,18,126,4
2020-03-22,IN,18,201,6
2020-03-23,IN,18,259,7
2020-03-24,IN,18,366,12
2020-03-25,IN,18,479,14
2020-03-26,IN,18,656,18
2020-03-27,IN,18,982,26
2020-03-28,IN,18,1232,31
2020-03-29,IN,18,1514,32
2020-03-30,IN,18,1788,35
2020-03-31,IN,18,2159,50
2020-04-01,IN,18,2565,65
2020-04-02,IN,18,3039,78
2020-04-03,IN,18,3437,102
2020-04-04,IN,18,3953,116
2020-04-05,IN,18,4411,127
2020-04-06,IN,18,4956,141
2020-04-07,IN,18,5507,173
2020-04-08,IN,18,5943,203
2020-04-09,IN,18,6351,246
2020-04-10,IN,18,6907,300
2020-04-11,IN,18,7435,330
2020-04-12,IN,18,7928,343
2020-03-07,KS,20,1,0
2020-03-08,KS,20,1,0
2020-03-09,KS,20,1,0
2020-03-10,KS,20,1,0
2020-03-11,KS,20,1,0
2020-03-12,KS,20,5,1
2020-03-13,KS,20,6,1
2020-03-14,KS,20,8,1
2020-03-15,KS,20,9,1
2020-03-16,KS,20,11,1
2020-03-17,KS,20,17,1
2020-03-18,KS,20,22,1
2020-03-19,KS,20,35,1
2020-03-20,KS,20,49,1
2020-03-21,KS,20,57,2
2020-03-22,KS,20,66,2
2020-03-23,KS,20,82,2
2020-03-24,KS,20,99,3
2020-03-25,KS,20,132,3
2020-03-26,KS,20,171,3
2020-03-27,KS,20,212,4
2020-03-28,KS,20,271,6
2020-03-29,KS,20,332,7
2020-03-30,KS,20,373,9
2020-03-31,KS,20,434,10
2020-04-01,KS,20,488,11
2020-04-02,KS,20,554,14
2020-04-03,KS,20,624,19
2020-04-04,KS,20,701,21
2020-04-05,KS,20,763,23
2020-04-06,KS,20,853,25
2020-04-07,KS,20,905,30
2020-04-08,KS,20,1055,38
2020-04-09,KS,20,1116,42
2020-04-10,KS,20,1180,50
2020-04-11,KS,20,1283,55
2020-04-12,KS,20,1338,56
2020-03-06,KY,21,1,0
2020-03-07,KY,21,1,0
2020-03-08,KY,21,4,0
2020-03-09,KY,21,5,0
2020-03-10,KY,21,7,0
2020-03-11,KY,21,7,0
2020-03-12,KY,21,11,0
2020-03-13,KY,21,11,0
2020-03-14,KY,21,18,0
2020-03-15,KY,21,21,0
2020-03-16,KY,21,22,1
2020-03-17,KY,21,26,1
2020-03-18,KY,21,35,1
2020-03-19,KY,21,47,2
2020-03-20,KY,21,63,2
2020-03-21,KY,21,84,3
2020-03-22,KY,21,103,3
2020-03-23,KY,21,124,3
2020-03-24,KY,21,157,3
2020-03-25,KY,21,198,5
2020-03-26,KY,21,248,5
2020-03-27,KY,21,302,8
2020-03-28,KY,21,394,9
2020-03-29,KY,21,439,9
2020-03-30,KY,21,480,11
2020-03-31,KY,21,590,18
2020-04-01,KY,21,682,20
2020-04-02,KY,21,755,34
2020-04-03,KY,21,770,34
2020-04-04,KY,21,917,40
2020-04-05,KY,21,1048,44
2020-04-06,KY,21,1057,52
2020-04-07,KY,21,1289,66
2020-04-08,KY,21,1393,73
2020-04-09,KY,21,1525,84
2020-04-10,KY,21,1702,90
2020-04-11,KY,21,1851,94
2020-04-12,KY,21,1963,98
2020-03-09,LA,22,1,0
2020-03-10,LA,22,6,0
2020-03-11,LA,22,13,0
2020-03-12,LA,22,14,0
2020-03-13,LA,22,36,0
2020-03-14,LA,22,77,1
2020-03-15,LA,22,103,2
2020-03-16,LA,22,137,3
2020-03-17,LA,22,196,5
2020-03-18,LA,22,280,7
2020-03-19,LA,22,392,10
2020-03-20,LA,22,537,10
2020-03-21,LA,22,763,16
2020-03-22,LA,22,837,20
2020-03-23,LA,22,1172,34
2020-03-24,LA,22,1388,46
2020-03-25,LA,22,1795,65
2020-03-26,LA,22,2305,83
2020-03-27,LA,22,2746,119
2020-03-28,LA,22,3315,137
2020-03-29,LA,22,3540,152
2020-03-30,LA,22,4025,186
2020-03-31,LA,22,5237,240
2020-04-01,LA,22,6424,273
2020-04-02,LA,22,9150,310
2020-04-03,LA,22,10297,370
2020-04-04,LA,22,12496,412
2020-04-05,LA,22,13010,477
2020-04-06,LA,22,14867,512
2020-04-07,LA,22,16284,582
2020-04-08,LA,22,17030,652
2020-04-09,LA,22,18283,702
2020-04-10,LA,22,19253,755
2020-04-11,LA,22,20014,806
2020-04-12,LA,22,20595,840
2020-02-01,MA,25,1,0
2020-02-02,MA,25,1,0
2020-02-03,MA,25,1,0
2020-02-04,MA,25,1,0
2020-02-05,MA,25,1,0
